X1,X2,X3,X4,X5,Y
21,-69,64,-6,19,1
75,-11,81,-11,20,1
-29,83,98,23,-37,1
18,56,44,2,25,1
-21,-74,55,-16,33,0
-80,-71,-66,14,44,0
58,-92,-94,69,-78,0
26,85,48,-35,44,1
-77,-6,-3,-56,59,0
-18,-83,-86,25,9,0
87,-57,48,-100,90,1
57,59,9,-32,95,1
19,78,83,-81,72,1
-10,-86,21,-49,-6,0
-48,-89,-34,12,98,0
-90,99,-71,91,88,1
-26,35,-16,54,-76,0
-43,75,-94,57,19,1
-67,-42,44,-26,-90,0
67,18,10,11,69,1
70,-93,-82,96,45,1
25,81,53,34,-88,1
15,4,-76,83,-50,0
-48,78,-39,-69,69,0
-29,69,8,-42,-77,0
62,89,31,59,32,1
0,-74,-70,28,7,0
24,18,-88,-29,34,0
54,-97,-95,45,-42,0
-6,95,-14,40,-40,1
-83,84,-83,-36,-52,0
-57,-21,32,-93,-32,0
-3,-47,0,-29,45,0
-77,-78,77,-3,98,1
-87,-72,-79,75,-86,0
14,7,53,44,86,1
-6,-55,52,-28,81,1
-35,96,10,-43,2,1
-35,82,-3,23,21,1
-25,-43,-64,40,76,0
80,19,28,-86,-75,0
-11,-57,-45,33,-92,0
49,-61,6,57,6,1
16,-97,2,-88,-47,0
-29,25,67,-42,58,1
41,71,-75,-30,75,1
21,-96,47,-95,-3,0
-63,19,-90,-58,0,0
20,95,-24,13,-66,1
-80,-85,29,-79,14,0
25,-65,-80,24,75,0
95,-71,74,-94,50,1
40,-100,-36,47,-45,0
-76,-31,39,52,-100,0
-70,-75,-56,-41,-77,0
24,75,-52,-46,-60,0
97,-6,-51,-80,-71,0
-2,86,55,-37,7,1
-44,-43,-81,37,76,0
43,89,-59,45,67,1
-86,-38,-11,80,-77,0
-33,-48,-29,-13,8,0
-17,23,90,-71,-42,0
-67,35,-19,17,32,0
89,-84,-64,56,-14,0
25,76,-55,-64,-11,0
-89,96,83,64,53,1
43,22,29,-17,56,1
-13,20,-26,-61,17,0
-5,-84,-19,-30,55,0
-31,-10,-23,-86,31,0
-75,-6,20,-6,65,0
-50,58,95,83,-42,1
63,26,82,20,1,1
-42,34,94,58,65,1
-8,61,-9,28,-76,0
-95,-78,39,3,30,0
72,-31,-10,68,52,1
77,5,-66,19,-92,0
4,-83,20,-69,-42,0
74,55,39,-4,64,1
-66,41,-77,-64,-57,0
19,-18,-41,3,-21,0
-88,-64,88,13,47,0
-60,-8,9,100,-91,0
-33,87,-25,24,-100,0
-97,7,-81,32,-53,0
3,79,79,54,91,1
75,43,-5,-33,-23,1
63,50,97,58,-17,1
89,-31,67,75,-47,1
-68,-68,72,-65,52,0
85,-94,100,87,-93,1
-55,-56,55,-28,-83,0
-62,79,50,74,98,1
89,14,86,21,21,1
-79,-20,49,71,40,1
90,73,-83,6,-1,1
97,42,55,73,70,1
54,-35,-27,-55,-71,0
-64,76,0,-1,46,1
-34,-30,0,77,-89,0
-47,8,88,-37,57,1
-1,-92,-39,30,98,0
-74,3,-76,38,25,0
-27,-33,-72,24,12,0
8,-2,69,-95,-32,0
-23,-20,-41,-7,67,0
89,17,-61,70,-44,1
23,80,-78,-5,-58,0
-56,-97,-56,-77,22,0
-71,53,-81,-70,49,0
-27,-38,-13,-94,-74,0
-74,-53,-45,40,-29,0
-63,72,53,-81,-92,0
-81,-4,-29,52,-25,0
-65,27,-17,-4,41,0
-84,-78,55,-71,-2,0
-54,-83,-43,100,52,0
-39,-5,87,-65,86,1
1,-99,63,23,-99,0
-67,90,53,77,-51,1
17,63,43,-43,41,1
-44,77,45,-27,83,1
77,95,-10,1,94,1
90,-68,72,27,-5,1
-33,59,-50,-61,-73,0
31,21,-56,-38,47,1
46,19,-68,-62,-100,0
-7,27,-50,-17,28,0
55,51,11,10,68,1
-36,-31,5,-6,56,0
3,-15,-49,-42,88,0
-46,45,26,85,20,1
67,78,-22,92,20,1
-54,-39,-12,7,60,0
-90,5,-94,61,5,0
34,47,76,81,-63,1
-75,52,22,29,-50,0
-24,-100,88,-80,67,0
-17,-91,48,16,64,1
-46,-46,-49,-71,-20,0
90,-28,-89,26,37,1
-27,1,54,74,-38,1
31,90,48,-1,-54,1
12,27,74,-33,-100,0
5,45,-56,36,-57,0
-84,-97,23,66,17,0
69,10,6,41,-94,1
26,33,-43,74,2,1
-86,65,93,42,94,1
-25,59,75,-3,3,1
66,-35,13,46,81,1
11,17,-8,64,3,1
-45,97,79,-61,-42,1
8,91,85,-56,-82,1
0,-70,28,-22,38,0
-54,-25,4,-16,2,0
-80,-75,-73,87,-83,0
-67,79,76,45,-28,1
3,52,48,30,-33,1
-100,-88,85,45,86,1
-50,-68,-34,38,59,0
62,54,37,35,-35,1
-26,-76,-62,68,-49,0
40,62,-7,-28,-81,0
62,-62,96,7,24,1
79,-6,40,-82,100,1
83,51,-36,-21,-44,1
-87,-63,13,-45,60,0
59,79,-88,90,87,1
67,-80,-66,-22,-39,0
-95,42,92,69,-73,1
-16,59,87,82,22,1
-15,76,-25,-68,-21,0
81,-57,76,-83,72,1
-67,13,39,65,-36,1
-11,87,99,12,34,1
-97,23,-29,-20,63,0
-30,12,64,15,20,1
95,-64,-97,59,56,1
-31,24,-23,67,-79,0
75,23,33,-64,-46,1
-55,-22,-69,52,90,0
-93,-16,30,-29,88,0
-24,-31,17,44,84,1
78,-88,-62,73,75,1
-46,-9,-53,-60,15,0
-25,-85,11,-46,47,0
-49,-12,46,-56,-96,0
40,-68,-44,71,30,1
-45,-41,-46,44,23,0
-63,59,44,-6,-94,0
-67,-67,31,88,-92,0
-8,100,56,95,-59,1
37,-10,-37,-53,-52,0
89,65,63,74,11,1
-64,-50,-71,-61,-30,0
-78,-75,85,9,68,1
96,-99,-88,14,17,0
-29,64,58,-8,26,1
35,-81,-8,-17,48,0
38,73,44,-39,-22,1
52,-53,-3,2,-99,0
13,17,-17,-28,24,1
1,-92,-78,61,86,0
78,-78,78,-60,-87,0
-57,-60,-70,68,-31,0
58,-91,93,13,-80,0
-59,-100,-49,-73,100,0
89,-18,31,87,-72,1
65,36,-64,-95,5,0
58,-15,22,-57,38,1
56,36,-57,-40,35,1
56,89,15,41,18,1
2,-61,84,-56,-39,0
18,81,23,70,52,1
-26,84,-7,99,-55,1
75,-89,35,-2,52,1
-85,-33,-59,-54,-75,0
-63,20,85,-72,38,1
-14,50,14,0,-32,1
90,-62,96,-80,-58,0
98,-51,46,13,-1,1
-80,-7,4,18,-87,0
68,2,13,-34,72,1
-14,-1,-19,-94,95,0
-57,91,17,-52,35,1
-58,-59,-27,46,73,0
-63,56,58,16,10,1
-78,-100,-31,-33,19,0
61,-19,13,18,14,1
-62,88,19,-39,70,1
-49,39,45,-55,44,1
22,-46,11,72,95,1
78,-24,33,-9,23,1
96,-31,-27,96,-73,1
60,52,63,-31,5,1
-34,-87,52,-84,20,0
-91,41,91,-31,10,1
-35,-62,15,-38,50,0
13,-60,56,18,55,1
0,-87,-9,-6,-34,0
9,-85,97,50,84,1
10,-74,2,-59,38,0
-13,-2,57,91,-81,1
-53,20,-10,-73,-85,0
-19,-42,-59,-8,-63,0
-48,-86,53,64,-34,0
98,85,93,-72,53,1
-5,-12,76,41,-32,1
90,98,32,-31,13,1
50,-88,18,20,-18,0
-49,-19,22,54,-32,0
-82,76,-33,-79,88,0
-38,15,7,9,1,0
40,-35,50,71,66,1
-8,-8,6,-85,54,0
-2,-84,-42,-2,-87,0
-29,39,-67,82,49,1
-44,-5,33,-30,-66,0
-22,23,21,-69,25,0
48,55,50,99,-91,1
69,-20,-19,83,59,1
-27,-33,74,-66,77,1
-98,-38,19,-4,99,0
-72,70,50,-47,42,1
-33,-39,70,81,-26,1
89,-52,91,-47,74,1
87,-52,-35,-69,-47,0
9,-93,22,-99,-67,0
-4,-85,86,-81,87,1
55,-59,23,84,7,1
-14,-76,11,1,30,0
-57,-29,69,-62,-88,0
-30,85,-87,68,82,1
29,2,-88,87,-20,1
-57,6,82,40,20,1
-93,31,57,-41,-45,0
-90,4,89,62,86,1
-96,-4,13,92,83,1
83,-82,12,73,-66,1
45,17,29,48,-91,1
33,-99,43,-19,50,1
57,49,-83,-45,-9,0
-4,89,22,-43,-54,1
98,-49,-62,-24,21,0
60,17,12,73,1,1
72,-90,-56,8,83,1
0,85,35,52,-91,1
92,-20,-25,17,-66,0
-45,-74,1,-38,19,0
-10,-99,21,-75,-98,0
26,87,-5,42,56,1
-98,73,45,-62,-67,0
-26,24,19,55,-74,0
-27,-47,38,16,-14,0
3,91,85,56,-13,1
-40,1,-21,-81,48,0
-12,-33,-76,83,-92,0
-40,-86,-6,-61,39,0
-49,-27,-97,97,-36,0
43,2,76,32,-46,1
24,-19,5,30,15,1
0,-71,59,77,64,1
26,-25,-12,88,72,1
7,-35,-52,-100,-74,0
-47,-51,95,31,38,1
-76,85,-80,-61,67,0
-1,-8,-99,-5,-50,0
26,-38,-63,84,-77,0
84,25,-95,58,-72,1
-89,-48,-71,14,-36,0
33,-95,7,-32,-17,0
67,-89,57,-92,-91,0
-18,38,70,-78,41,1
18,65,-82,65,-55,1
97,75,-66,47,-64,1
-85,-68,-2,-19,-70,0
-43,68,-72,56,86,1
7,-74,46,-93,-25,0
-22,53,69,-80,31,1
-29,-50,-37,-19,2,0
-52,50,73,85,93,1
86,-17,42,29,46,1
-87,38,-6,-82,95,0
-34,-80,-26,43,-70,0
31,-98,85,-67,-48,0
-6,30,48,71,94,1
25,87,34,-71,-67,1
19,-42,-55,100,-97,0
4,25,50,31,-36,1
-73,-3,77,64,-88,0
23,-68,72,-20,30,1
-38,-85,-23,-91,-32,0
-72,-86,88,-80,-12,0
51,-72,64,-7,-71,0
41,73,-40,58,90,1
12,-73,4,-50,-13,0
-14,-54,77,72,21,1
44,51,52,73,54,1
26,-24,5,47,-48,1
-27,66,46,-90,-32,0
84,-51,13,0,-27,1
72,34,60,85,-73,1
-45,82,-42,-98,-72,0
-36,70,-36,-52,18,0
2,-24,-42,21,14,0
81,43,-71,-76,-4,0
-82,-3,-100,-73,-24,0
-16,-48,-28,90,69,1
91,81,-95,-25,-79,0
-69,-32,-85,32,-5,0
54,29,27,60,-90,1
-13,92,-51,-98,-54,0
20,28,50,94,-65,1
97,-89,-74,-30,-10,0
56,-94,12,18,69,1
18,47,90,71,62,1
37,-20,98,37,19,1
-74,64,67,-59,14,1
59,-37,96,79,-95,1
-56,13,43,70,-83,0
-47,-41,-30,93,5,0
-25,84,89,70,82,1
-31,-38,-52,-74,-41,0
-2,-40,-59,30,-11,0
-69,81,-91,33,-17,0
34,24,-1,-1,-33,1
87,12,-9,-13,-27,1
3,-49,-45,74,-15,0
94,17,-16,83,-70,1
54,53,34,-79,55,1
76,86,26,-48,-35,1
40,86,17,70,-77,1
-66,77,87,42,5,1
-52,90,63,61,-3,1
-99,-24,-25,7,-19,0
-69,72,-28,-76,-29,0
53,-6,63,92,5,1
-20,20,-50,-70,92,0
69,30,37,71,-98,1
-73,8,-13,39,33,0
-74,42,-50,-80,-36,0
3,-62,-2,-86,-99,0
10,83,-100,48,-11,1
-43,93,35,38,73,1
2,32,-100,7,19,0
87,41,36,-23,14,1
83,58,-33,-11,-35,1
94,-100,-3,21,-34,0
-97,30,63,-57,-34,0
83,98,55,-65,86,1
84,22,-27,21,-5,1
-49,0,1,-32,14,0
-42,0,-8,-95,10,0
49,-45,32,-13,-47,0
-27,84,-62,-91,36,0
81,-37,33,11,-88,1
-46,56,-89,41,20,0
46,-29,43,-45,38,1
64,-59,99,-83,-86,0
-76,-26,71,87,0,1
100,41,-25,-90,25,1
29,14,22,3,71,1
-63,69,10,-29,-76,0
-69,2,55,7,4,0
-33,-42,-40,-75,-41,0
-99,40,-32,57,-17,0
-3,82,100,-55,-40,1
-62,-15,2,100,5,1
86,46,-73,-10,63,1
-33,-32,21,-10,50,0
93,-70,82,-13,73,1
100,-98,-40,-1,-65,0
73,-17,-83,73,-36,1
-1,-63,-88,21,36,0
81,65,-94,4,40,1
82,-2,-45,81,39,1
100,-57,21,10,6,1
-93,-26,-14,-20,-36,0
-75,-94,48,-22,-6,0
29,3,77,26,59,1
63,8,-66,-58,53,1
74,-95,33,-70,-53,0
62,-71,53,-70,88,1
68,-88,64,15,29,1
-86,-39,-54,81,-13,0
-12,-85,97,71,-58,1
30,-16,59,-25,86,1
-56,26,-51,82,24,1
88,-83,-82,-7,11,0
34,-7,32,-12,-52,0
-49,26,-68,92,-39,0
-91,74,-84,85,-55,0
-75,18,87,31,93,1
-37,62,-77,-10,-40,0
-46,-33,10,10,13,0
-37,39,-57,92,-2,1
65,42,-90,-25,47,1
6,19,-66,3,-57,0
-80,75,-22,24,74,1
-23,73,96,24,-49,1
-99,-5,-1,-32,18,0
-28,46,-94,-73,-62,0
-100,-20,84,4,-43,0
-29,-23,-6,-97,3,0
46,66,80,30,-38,1
34,-36,69,61,51,1
-85,93,88,-2,-98,0
96,1,-77,75,-4,1
50,-72,33,-94,89,1
-37,-39,-58,-44,73,0
48,-30,9,-19,-41,0
-92,-16,4,19,64,0
-69,89,-63,-58,17,0
-21,-19,-20,-4,-36,0
-16,-50,27,-25,42,0
69,18,-56,-4,55,1
10,94,12,91,-50,1
64,-82,43,-90,-79,0
86,19,39,87,79,1
-7,95,29,60,23,1
6,90,95,10,-73,1
-73,34,-99,-77,41,0
87,-19,-66,-7,-38,0
55,-17,-100,-95,-40,0
58,-7,-50,21,-59,0
-14,90,-31,-49,-21,0
10,19,-68,-64,-10,0
33,74,94,-63,94,1
-54,58,-94,84,70,1
-25,50,-78,-84,78,0
-40,-85,49,79,56,1
70,-26,-90,96,-38,1
-40,54,-54,-81,23,0
55,-5,-17,21,-14,1
19,-85,-56,-24,39,0
-98,-74,20,-39,42,0
-78,-93,31,91,13,0
-87,74,-24,44,-87,0
60,-32,89,17,19,1
43,-47,-33,-42,-11,0
29,77,-77,48,71,1
-67,60,61,21,-83,0
84,-6,-23,93,-6,1
-62,83,44,-78,-75,0
33,58,45,-20,3,1
-11,70,88,65,46,1
50,-84,-29,-10,-88,0
-8,-87,80,31,-11,1
17,19,95,-99,-88,0
-72,17,11,-51,54,0
-80,-49,-59,23,-72,0
31,-33,-10,-79,63,0
-30,-82,-5,-81,-14,0
-10,30,-38,99,-9,1
30,-11,56,99,68,1
33,92,-86,-62,-70,0
3,-36,17,-26,91,1
-13,-52,13,13,-42,0
-32,82,-30,3,12,1
1,48,22,85,75,1
-33,-88,-43,-3,16,0
-15,-94,14,37,39,0
-48,-13,-35,-35,70,0
87,94,-88,-25,37,1
-80,-86,53,-59,-58,0
63,12,32,72,37,1
22,79,94,56,-84,1
13,-6,-100,81,6,0
50,10,44,66,-78,1
-52,74,-72,-4,-24,0
-4,94,45,9,-90,1
97,100,-51,-60,-58,1
14,60,65,-61,82,1
-24,-61,-62,-64,61,0
-67,25,73,5,42,1
-43,-14,77,-26,-55,0
48,-12,-3,-43,58,1
35,55,1,8,-12,1
88,5,90,7,32,1
36,21,-80,38,-71,0
26,-38,-29,-31,-1,0
-13,10,-74,-93,-41,0
-69,-44,90,-50,84,1
-8,-65,-95,-46,10,0
-27,38,-66,-82,-47,0
26,99,43,55,-87,1
-88,49,19,-70,-39,0
-59,44,71,-2,87,1
-55,97,69,50,-63,1
96,39,-51,-13,21,1
-42,62,-13,-92,-40,0
-53,-38,-73,70,17,0
-92,1,1,73,38,1
-2,-50,-68,34,3,0
56,-54,-90,-51,-18,0
54,29,1,-77,-91,0
-89,-17,5,3,87,0
39,33,-82,72,8,1
24,24,59,67,-50,1
34,-99,34,67,-77,0
75,22,-14,-96,26,1
19,-55,-94,-2,6,0
-20,-24,-83,-12,-43,0
-87,-49,-96,44,76,0
94,46,59,-59,11,1
82,-22,-5,-90,50,1
28,11,-61,-36,-23,0
-75,27,10,-26,-23,0
33,-38,-61,-76,99,0
23,-40,-80,86,-78,0
81,-3,-20,-91,2,0
-15,-5,80,-62,97,1
-86,15,-86,77,-24,0
10,-74,100,59,-41,1
1,91,-64,85,-71,1
19,45,-92,-25,83,1
-31,-81,-85,71,-49,0
53,-29,-74,-14,-84,0
-24,-65,-69,-77,25,0
26,60,69,91,94,1
92,40,-25,43,-99,1
62,-55,-83,76,-24,0
20,58,-66,-71,10,0
25,-71,-10,81,-27,0
56,81,29,66,-98,1
61,-5,-74,-72,-8,0
29,-14,-40,66,38,1
97,-87,-45,-92,-86,0
63,70,-85,-9,1,1
-90,-59,55,-30,-55,0
67,-70,81,3,-2,1
-21,-38,20,89,-81,0
76,-84,13,-78,72,0
-7,100,-92,-22,-87,0
-51,40,-86,-83,-24,0
0,38,-91,-93,22,0
69,59,-83,68,-43,1
89,94,-56,-72,71,1
9,-72,-21,-62,-45,0
-78,-41,87,-12,-87,0
-2,-18,53,56,-90,0
-87,95,-39,49,-78,0
2,-20,-49,47,-88,0
-55,-80,88,69,-92,0
53,-93,-29,-2,34,0
-38,-70,-92,-46,97,0
56,33,-86,-64,54,0
77,93,12,90,-59,1
-97,-87,84,20,-22,0
-41,100,37,84,-1,1
37,-54,85,-1,-29,1
33,92,9,14,-46,1
3,-22,-19,94,-61,0
29,-67,-4,-17,-16,0
-30,-36,94,72,-68,1
64,15,-59,68,62,1
-33,60,-13,-51,-78,0
-79,-56,-68,-26,15,0
63,63,40,40,-45,1
70,-93,-13,-60,-90,0
51,63,12,52,13,1
-34,69,-16,6,88,1
31,-33,-21,-23,-97,0
55,82,-96,-82,-67,0
-68,43,76,97,20,1
-34,-97,55,-20,-78,0
90,-46,-60,-55,-49,0
-45,55,21,9,43,1
34,85,67,51,-54,1
80,-17,-79,55,33,1
-94,-11,-69,62,-30,0
25,-88,59,-71,-43,0
-81,8,100,-95,-94,0
-27,9,-75,-42,25,0
16,61,51,61,47,1
-83,-77,77,-27,-26,0
-29,97,-22,20,-27,1
-96,98,-91,-4,88,0
49,-28,44,-11,-1,1
1,-83,35,25,-65,0
-81,-64,-98,-85,-14,0
27,-77,49,90,-31,1
94,-58,-57,63,9,1
-51,81,-93,16,-25,0
-17,78,30,-46,-68,0
-73,7,10,54,3,1
-74,10,-32,46,99,1
-96,-39,-28,74,-45,0
86,-4,-83,56,59,1
-30,13,81,-69,-91,0
5,-82,-56,8,98,0
13,-75,-52,15,-8,0
-46,13,16,-14,49,1
-90,94,79,78,76,1
89,95,74,8,-68,1
4,4,21,76,43,1
60,7,14,-74,-56,0
45,56,-70,-38,87,1
82,-32,95,83,62,1
23,-75,-37,20,14,0
100,-17,64,-38,63,1
36,-24,-82,-56,-56,0
-78,-14,75,89,-40,1
19,-8,-80,5,33,0
79,15,-50,-17,-28,0
-52,-52,49,-45,12,0
-63,-48,3,-74,30,0
97,56,-30,-61,72,1
-97,42,43,16,-42,0
-15,72,72,-11,56,1
-40,83,31,-32,76,1
-87,80,-94,59,34,0
47,-10,-70,-81,33,0
-60,-40,15,-42,-85,0
-83,-28,-7,-19,-23,0
53,-51,-2,-15,-64,0
83,-68,50,70,16,1
-67,80,-94,-74,-72,0
16,56,-2,29,-77,1
-24,84,-51,-68,-35,0
27,76,-64,78,15,1
73,-99,-78,78,-8,0
16,5,18,-45,-88,0
0,-7,-70,99,46,1
52,17,-75,-91,24,0
21,-26,-41,40,-96,0
32,-2,76,90,-76,1
-28,30,-10,-100,-64,0
77,71,-57,43,80,1
-8,-83,30,-78,-17,0
-49,45,-7,-31,44,1
97,33,92,45,-22,1
-60,-63,47,28,23,0
-73,-74,21,-76,86,0
74,-99,71,33,36,1
-32,-3,-65,-38,-48,0
34,89,83,94,-50,1
54,58,-44,-23,-13,1
-90,94,58,-16,-72,0
86,62,24,30,34,1
-75,38,-84,-30,-100,0
29,69,-92,-82,35,0
-46,-48,70,-82,-74,0
-26,-17,-57,49,21,0
-15,31,-62,62,-4,1
-67,-52,65,-45,38,0
-66,-53,-45,-56,97,0
-99,-28,39,-37,-42,0
-16,69,-71,54,96,1
-20,71,-97,12,-44,0
-36,-73,-17,-18,-32,0
43,36,31,-11,47,1
-3,7,15,-35,30,1
15,-56,60,62,31,1
-21,-87,69,-56,-82,0
-79,-21,-84,68,36,0
-55,-100,-26,-74,-48,0
83,-55,-78,91,-92,0
68,-10,-35,23,-98,0
0,72,72,41,-86,1
-56,13,-38,13,89,1
-30,-66,57,-94,-44,0
39,57,-33,-18,34,1
-10,-99,-92,-89,-41,0
31,37,49,-100,0,1
87,-62,-59,95,47,1
37,23,-90,-38,-25,0
87,-92,100,-20,-78,0
-61,-36,73,-56,-53,0
-75,-64,61,-36,-22,0
77,-91,68,54,45,1
68,-64,-68,-62,-79,0
-53,87,-79,-25,-88,0
-59,48,83,56,-85,1
79,-13,-35,-8,91,1
72,9,33,60,-55,1
-76,-8,25,28,52,1
22,-10,-48,47,-32,0
-10,30,98,88,-21,1
12,72,23,-73,78,1
-56,19,-24,9,56,1
9,-89,-66,-44,-96,0
-85,-28,58,-58,-26,0
36,51,-72,-22,-30,0
-61,-33,-79,-48,31,0
-68,20,-90,-26,-89,0
69,-22,-61,76,14,1
-16,-36,-20,64,45,1
64,35,-26,18,-9,1
33,-60,43,-37,-31,0
-33,-39,-26,-24,90,0
35,76,83,-53,11,1
46,-99,3,11,89,1
6,86,-14,-35,92,1
-87,18,76,-81,29,0
-40,60,-39,-44,60,0
-49,-92,19,31,55,0
23,-36,12,61,-13,1
-70,-82,78,6,-50,0
67,-2,89,-12,-84,1
20,26,55,91,20,1
89,-40,28,-88,73,1
10,-79,-73,52,-29,0
-84,-29,-79,-45,8,0
-91,88,-40,49,64,1
16,82,-83,-61,-15,0
-29,46,-8,41,62,1
42,-2,-9,16,-99,0
79,42,-14,-68,-41,0
31,21,46,68,52,1
-2,-14,66,-50,-36,0
79,37,-82,6,16,1
83,8,-20,59,6,1
-79,9,49,-50,98,1
21,-8,-27,69,12,1
60,58,83,50,21,1
97,86,-65,71,-88,1
46,24,2,-94,-31,0
-39,45,-78,58,-63,0
54,12,4,-96,91,1
100,-89,2,-98,-31,0
-94,11,-45,-50,-30,0
22,-89,78,-86,-93,0
34,-35,-32,85,92,1
-99,-74,-78,-55,45,0
78,-55,21,-31,84,1
74,-84,78,27,-55,1
12,-55,98,0,48,1
40,3,-50,46,98,1
-43,25,-46,-34,57,0
50,10,55,-17,-49,1
27,84,78,4,88,1
87,16,-18,-67,-28,0
52,17,94,-54,45,1
25,-50,100,27,-3,1
80,34,-54,53,22,1
16,28,-59,9,24,1
10,20,-93,34,-9,0
-7,38,-7,-29,54,1
94,-84,-97,53,82,1
6,86,-88,-12,-12,0
-75,-16,-31,7,20,0
-32,-66,-97,93,28,0
-62,-73,-39,-86,9,0
34,-36,3,0,-56,0
-21,54,-16,-32,23,1
55,86,-71,-86,26,1
-87,94,3,-77,-30,0
26,29,93,-24,-89,1
88,-1,22,-16,59,1
73,-42,-24,-8,-54,0
91,-23,48,95,79,1
-66,-95,-60,80,-37,0
-35,30,-8,-51,-67,0
-21,77,14,43,83,1
83,95,-89,23,-95,1
-13,17,97,-53,9,1
82,-15,-99,-17,-13,0
79,-49,-90,27,-6,0
-3,-61,8,94,22,1
97,31,38,77,-44,1
-83,2,49,47,-74,0
30,40,26,-44,30,1
-17,-10,90,67,-97,1
-10,58,71,-43,54,1
-93,-10,64,72,31,1
61,-57,-28,-14,-64,0
-53,8,-96,-26,-87,0
-4,-70,22,-76,91,0
-10,-89,17,-38,-85,0
-15,-97,-37,44,87,0
-97,61,-46,-14,58,0
72,36,33,-27,49,1
51,81,-56,46,23,1
-85,75,-35,93,13,1
95,1,20,85,-92,1
-15,-82,-75,32,-18,0
38,-7,100,-81,32,1
43,-97,-55,-47,64,0
62,66,-9,84,-28,1
