X1,X2,X3,X4,X5,Y
16,9,-75,52,25,1
-2,50,-69,-71,25,0
47,-46,-67,45,-84,0
-58,45,-99,-67,46,0
27,-62,-53,90,68,0
-90,95,37,-82,-12,0
2,-78,-20,35,23,0
47,61,-36,-56,59,0
-15,-44,-69,89,48,0
49,-43,-20,-87,-70,1
-16,19,-38,-76,21,1
5,90,-65,38,16,1
-57,-90,18,-56,-97,1
99,-88,25,48,-21,0
-99,-97,-91,33,-12,1
76,-38,-34,-45,-27,1
-89,26,68,80,-26,0
-99,-86,66,14,-91,0
24,38,-73,-49,-63,0
-31,81,68,4,-33,1
-65,-51,28,56,51,0
93,-1,-30,90,-58,1
-25,-20,-13,-70,-42,0
94,-20,-33,-93,72,0
4,100,88,-89,-62,0
-88,20,18,61,54,1
-4,63,-61,100,47,0
-59,12,-61,58,-35,1
-47,46,51,-10,47,1
63,-42,-71,-42,79,0
-70,56,47,-30,52,0
29,-77,-25,91,-88,1
-9,78,64,39,17,1
87,-3,83,77,32,0
6,-58,13,-79,23,0
-18,-74,-41,1,13,0
-7,66,-95,8,86,1
3,-12,24,-26,-44,0
-43,18,-53,-60,-86,0
-13,-5,-100,-24,46,0
24,72,-52,21,-61,1
-44,78,28,-83,6,1
84,8,53,-77,-51,0
39,-69,-16,5,-45,1
88,-31,-2,-27,82,0
-35,-29,-17,-9,-55,0
-93,89,94,-43,-23,1
26,88,-15,19,74,0
-6,63,-68,94,-33,0
-59,44,41,-90,35,0
-59,47,-87,14,45,0
80,-58,-55,29,-79,1
83,-32,-54,58,29,0
19,90,-77,58,-59,1
22,26,64,-74,-65,0
-74,-59,92,-13,85,1
16,45,46,-93,38,0
-35,0,-57,19,24,1
37,-60,-4,-71,93,0
86,-100,0,84,-92,0
74,94,-33,-90,35,0
-66,-83,73,37,-37,0
-90,27,4,-9,25,0
17,-3,83,35,32,0
-4,-20,25,-42,60,0
-61,-12,-13,-50,53,0
-94,85,64,-44,37,0
78,75,-91,-22,-93,0
-19,-97,23,-25,66,0
100,79,-73,-38,-51,1
38,-84,-8,-64,-93,1
94,100,-5,32,-73,0
52,-87,91,-71,-81,0
54,51,98,40,59,0
16,-19,33,-8,44,0
27,-18,11,88,73,0
-88,-88,-90,81,94,0
-4,7,48,9,-90,0
-78,98,-68,-91,-4,1
73,-18,-41,-46,-31,1
-13,64,95,17,-92,0
53,-20,-57,98,-29,0
-6,34,-50,27,0,1
-86,-37,-27,11,45,0
-40,-79,-3,4,21,1
-11,85,-7,94,-23,0
38,78,77,22,71,0
-4,-94,-99,2,-35,0
-12,44,-90,45,-16,0
68,7,40,-60,23,0
-31,-92,-53,30,65,0
40,-59,27,-7,87,0
70,-94,-31,-19,14,0
-7,20,42,6,44,1
2,-78,-49,9,88,0
75,-97,-27,10,-24,0
93,-7,-30,-82,-71,0
-83,-45,-16,-96,10,0
-79,-18,-43,-52,90,0
-4,-52,-49,58,-100,1
-65,-7,84,-27,53,1
-68,29,92,70,95,0
92,-17,18,39,3,1
-39,-35,-95,53,13,0
57,6,-6,-74,34,0
-39,64,-78,99,-4,1
-78,28,31,42,-99,0
9,15,3,-86,24,0
7,13,16,-20,20,0
10,-24,41,-33,-14,0
-96,-23,93,-70,68,1
-61,56,-49,-53,-98,0
-32,-4,-58,0,-87,0
-79,8,63,-16,92,0
-9,-69,37,34,-53,1
65,-5,65,91,59,1
20,2,8,86,82,1
-32,29,24,42,-34,0
-10,5,65,73,12,0
90,92,74,-95,-17,0
-12,75,-50,-100,-57,0
-37,-30,82,50,88,1
1,57,37,-40,-82,0
0,-79,-49,32,-70,0
55,3,62,-93,22,1
70,-36,-65,-26,-38,0
-27,94,-83,-59,-97,0
-53,39,-55,31,67,0
-44,-76,-1,-31,-41,0
32,-51,-32,-79,-81,0
-91,-89,36,-64,39,0
-81,61,-70,2,67,0
-23,63,-35,-66,82,0
-52,64,23,39,84,0
21,77,-22,-16,-38,0
30,53,-80,-58,15,0
-1,-86,-96,-52,-25,0
-18,-60,-16,59,95,0
-17,84,-28,0,-55,0
-75,7,13,-26,50,1
-91,87,98,13,81,1
31,-24,-79,-84,64,1
85,55,71,64,-91,0
-96,53,-50,-3,10,0
-76,-31,-80,65,-38,0
-15,65,-53,6,29,0
64,-69,94,57,94,1
-60,5,-69,-13,-75,0
-85,-64,-15,-4,49,1
40,-82,-81,-97,-82,1
-11,57,25,21,-38,0
45,51,-4,-57,13,0
52,-66,98,-20,33,0
-5,-88,23,-63,11,0
-70,43,29,-34,30,1
-50,-16,89,43,-14,0
-89,76,-95,-53,-46,0
-54,81,25,-53,-40,0
-99,0,19,30,96,1
-91,-47,16,-74,-35,1
-36,-29,-62,-43,-97,1
-55,-31,34,41,-84,0
-72,-16,-68,64,7,0
36,48,-18,74,-11,0
10,68,-8,93,-24,0
79,-69,9,1,5,0
-57,-11,-5,38,-15,0
-3,-32,-39,-38,-86,0
-72,-43,83,-35,-22,0
7,-3,46,21,-36,0
-10,-59,-63,-47,52,0
78,88,59,28,-88,0
65,-1,13,91,-9,1
-71,59,97,86,-90,0
-78,8,-89,31,-71,1
29,34,-43,60,30,0
-77,12,43,95,-4,0
-43,-41,75,30,41,0
-3,91,-9,-88,-87,0
86,50,16,97,73,0
22,99,-26,44,-81,0
2,9,100,87,32,0
-15,82,7,-81,-69,0
21,-76,-87,65,84,1
-50,65,-51,-28,10,1
-33,-59,-88,52,70,0
-19,-40,41,-78,-66,1
26,5,4,-19,-10,0
96,45,85,-4,76,0
-28,-37,-82,48,99,0
-81,79,-49,46,-17,0
13,-2,-23,12,15,0
-15,-58,79,61,86,0
-89,-94,-47,-29,54,0
-65,-81,29,-89,39,1
71,20,-32,-86,28,0
-88,46,86,-61,25,0
-71,-31,-22,2,-98,0
-25,17,-1,-3,19,0
74,-4,-31,-31,-44,0
80,48,90,-82,-20,0
-32,33,48,-78,97,0
88,-63,-30,57,40,0
5,-3,-27,71,33,0
71,-14,73,-92,-69,0
98,-48,2,-50,-62,0
99,-54,-81,57,-84,0
-16,86,39,90,-82,0
-2,22,28,-73,71,0
79,-71,-23,52,-27,0
50,-47,-81,-8,89,1
-64,-85,-74,-57,-10,0
-43,8,60,-8,-33,0
18,-81,2,79,-37,0
-74,6,-83,86,15,0
-86,43,-12,65,71,0
-58,80,18,-28,21,0
6,81,-4,-30,37,0
94,89,-53,73,81,0
42,29,-91,44,13,0
33,-62,17,-7,17,0
66,97,-37,-67,-80,0
36,-87,80,90,-72,0
-49,44,33,-28,-79,0
-10,79,42,62,-22,1
34,-31,31,99,-35,0
-49,-68,-10,-6,-67,1
32,13,22,-12,-10,0
-40,-67,48,6,-52,0
-42,51,-11,-10,-87,0
69,-80,60,57,-95,1
52,93,-53,-40,-7,0
80,-75,63,3,34,1
82,86,94,27,16,0
72,87,8,-50,25,0
30,61,-45,82,-1,0
93,0,3,-61,-72,0
55,28,-17,91,18,0
8,-26,10,-61,-77,1
-75,-2,79,90,-17,1
78,-23,35,-18,31,0
-9,-91,46,-99,-69,0
-73,-56,95,31,84,0
38,59,71,-66,88,1
15,95,25,2,-34,0
-95,-7,5,95,-29,0
17,-99,3,44,89,0
-1,-10,95,-66,-28,0
56,-60,-97,80,72,0
85,-45,-63,14,-88,0
-73,1,-48,72,38,1
-53,-44,-11,-68,38,0
34,38,36,12,97,0
23,-11,31,34,65,0
79,5,62,63,18,0
-85,-94,37,-37,27,1
5,74,-43,35,-12,0
-88,78,22,100,-4,0
34,98,14,14,-41,0
-39,72,20,-24,-5,0
73,-83,-95,-48,62,1
54,71,-61,-8,22,1
15,-45,41,-25,46,0
-66,17,42,81,91,0
19,18,-100,-51,-68,0
27,-99,15,-9,-30,0
9,-28,43,-80,-3,1
49,86,41,54,-42,0
81,-6,-71,91,85,0
41,1,-9,55,50,1
-20,-17,75,82,-84,0
61,-68,-3,-58,-61,0
91,-88,-11,54,-54,0
-22,-12,-92,52,33,0
-15,-47,-10,12,78,0
-93,30,-94,-33,-63,1
-96,-83,88,-32,-76,0
93,-71,-49,-53,-53,0
18,-53,-15,-52,-80,0
-45,-19,-1,24,-28,0
44,-48,-73,41,97,1
-4,-37,86,84,-91,1
46,-1,-14,26,10,1
-41,-5,-98,96,3,1
21,-75,90,50,-28,0
31,78,-21,8,54,0
69,17,-53,-59,39,0
18,79,-21,-54,6,0
-78,-71,-3,13,35,1
-66,91,-3,16,26,0
-65,78,-96,48,-67,0
97,5,-83,36,-83,1
23,-30,-22,-23,100,0
-62,-10,-49,11,37,0
-84,72,9,-67,74,0
-69,13,-61,62,80,1
93,52,-69,-27,98,1
88,41,18,-27,21,0
-27,-8,-14,-3,6,1
75,91,100,-86,87,0
64,-20,17,-56,-24,1
82,-16,0,-3,-40,1
0,1,37,48,36,0
-54,-67,-79,-68,40,1
69,99,38,-3,-42,1
82,36,27,28,10,0
58,-66,100,-83,74,0
-26,69,19,-7,-13,1
-5,23,73,-71,9,0
97,-100,99,-76,2,0
66,75,-42,86,23,1
-30,-15,6,-38,79,0
38,72,-70,34,-41,0
-14,-29,-67,-34,99,0
-78,-21,1,-17,-52,0
94,-99,80,-20,-22,0
-58,-69,27,-35,-78,0
5,61,2,-39,70,1
-5,90,25,84,56,1
7,63,11,-58,85,1
5,-73,21,-61,80,0
-57,23,84,-5,40,0
4,30,-82,84,81,0
56,30,-36,-22,19,0
-73,-34,78,97,90,1
-89,-32,-27,-12,-1,1
-2,-40,92,-15,-11,1
98,44,40,-10,-64,1
7,57,-75,34,14,0
53,63,71,-19,-44,0
68,5,95,-76,8,0
46,72,-50,87,96,0
-2,-87,14,12,13,1
18,24,-69,42,89,1
-41,45,-27,-95,-97,0
76,-99,-77,-27,33,1
-29,-99,17,23,55,0
-18,-3,65,58,86,1
18,-12,87,-41,10,0
-3,55,-24,63,-1,1
-13,-77,-30,25,7,0
-21,-95,49,-16,68,0
-73,32,-82,85,19,0
-98,-40,-39,-91,-1,1
21,-53,-74,-68,-42,1
-90,97,-26,5,-93,1
-7,2,-66,47,77,0
21,64,78,60,-82,0
-88,-75,29,18,44,0
97,48,-28,26,-60,0
-69,-84,-9,100,14,1
-92,-71,-87,72,-33,0
-86,95,94,4,95,0
-50,-44,-95,-75,-25,0
6,-34,-56,97,-98,0
74,100,-100,6,96,0
-87,53,88,-33,-85,1
54,100,-73,-76,-59,0
43,79,-75,-68,32,0
98,-65,-15,88,-35,0
14,2,20,52,0,0
38,-75,-54,-28,34,0
-52,22,7,-54,69,0
-16,92,-30,18,3,1
-74,-93,34,-26,-13,0
-59,27,38,55,42,0
-38,31,-29,39,0,0
72,-100,40,0,-6,0
-66,26,-42,79,21,1
9,-14,-1,40,72,0
6,46,98,-59,100,0
-46,-81,26,-99,-47,0
-2,-49,44,44,-38,0
-17,-56,-31,-42,77,0
5,64,72,72,-69,0
-90,93,-71,29,84,1
-52,-19,-64,-33,76,1
-91,-34,6,-40,-63,0
45,7,45,22,54,1
-70,0,-20,-92,77,0
-80,34,-14,20,-81,0
4,92,-20,-36,-29,0
-47,8,8,89,38,0
-89,-98,-89,70,-41,0
-25,2,49,12,58,0
90,-98,-48,21,-1,0
55,-72,70,4,-26,0
29,46,-41,29,-79,0
-23,-69,66,96,47,0
97,-95,86,-65,-75,1
72,-46,83,-54,-33,0
-26,-98,84,21,-71,1
66,-69,-26,-89,2,1
-9,-98,41,-32,-61,0
71,1,-44,-92,-1,1
23,78,71,5,0,0
-15,-11,47,-48,67,0
37,-87,20,-57,82,0
-70,-68,46,-3,-59,1
-55,88,-47,-29,-76,0
68,49,7,36,-63,1
85,41,10,32,-22,0
10,-78,86,59,-52,1
100,76,51,-40,6,0
4,68,47,63,5,1
-16,57,-87,79,-57,0
64,72,36,-48,44,0
-89,31,36,41,-80,1
29,-45,-19,-89,25,0
-22,-68,31,65,44,0
54,-19,77,-25,-39,0
25,72,5,-70,-46,0
72,-7,-53,39,24,0
-21,22,-81,2,32,0
-25,-60,-62,-93,62,0
73,-13,-54,-80,-47,1
-19,-37,71,86,-74,0
-97,5,53,18,92,0
93,-54,62,-24,-72,0
-4,53,54,-36,70,0
6,15,-35,4,35,0
-40,34,17,47,-84,0
31,-13,-100,-10,-78,0
-76,-81,-9,58,37,0
-84,19,81,79,96,0
-84,56,95,80,0,0
19,88,-71,-61,29,0
-90,-11,-89,1,-17,0
-68,-32,15,-11,71,0
-51,13,18,-12,66,0
14,-9,-99,50,-38,0
90,-18,-15,-28,-81,0
-42,-39,73,37,-89,0
-71,29,6,-73,70,0
29,95,94,-25,-13,1
-86,45,-84,-62,-56,1
-33,70,-41,-48,82,0
-13,-77,90,-9,-32,0
-63,43,-64,28,11,1
-18,21,-41,-89,35,0
-49,55,89,56,84,0
-93,-18,-72,70,-20,1
-66,14,31,6,-93,0
-57,49,87,-60,52,0
-22,71,51,-27,16,0
8,-100,-24,63,1,0
38,98,-3,30,5,0
-93,29,-10,66,-8,0
47,38,20,-13,-37,0
25,-23,-97,-98,11,1
-80,-40,-41,2,59,1
-72,-3,35,-16,65,0
71,-79,-92,-28,36,0
-21,87,36,45,-92,0
18,-46,60,87,-27,1
-65,51,-88,92,-36,0
57,-20,-29,53,-89,0
28,22,83,-61,-46,0
-87,-1,88,45,37,1
-12,-48,6,-45,82,0
52,30,-59,-18,100,0
45,-89,39,27,-53,0
-34,-69,-76,55,-43,1
-58,10,45,-82,-44,0
-88,-73,40,-59,29,0
-13,-76,-73,-78,77,0
-44,23,86,-45,-10,1
83,-14,-66,-100,-36,0
15,29,-21,-20,67,0
-38,47,-68,-44,35,0
57,94,46,31,7,0
28,81,27,-3,96,0
-21,98,-89,6,-10,0
-55,100,-91,-89,0,1
67,-15,7,-49,-55,0
-53,64,-41,73,-43,1
11,-64,19,93,68,0
-100,-38,-17,-99,87,0
15,17,-16,-96,95,0
-71,80,39,-73,69,0
40,31,-77,-59,-72,0
-12,90,-19,-45,33,0
56,-62,-66,-31,35,0
-73,-84,-39,96,-36,1
43,-50,-55,-33,81,1
1,-61,-23,96,-86,0
85,-40,-28,-71,-76,0
-8,72,-59,-56,-85,0
-38,-60,-29,-26,71,1
49,-83,98,21,45,1
-54,-63,-2,-28,-63,1
42,28,-97,-11,62,1
-74,-39,-63,96,-63,0
-59,30,37,0,-67,0
52,44,-33,-81,3,0
98,78,83,12,9,0
62,-25,-87,-73,-21,0
27,1,-45,-34,64,0
66,2,77,42,87,0
23,58,-82,-62,57,0
-78,86,12,-2,74,1
-41,-69,79,-67,84,0
-1,67,-97,-33,55,1
-76,-66,42,35,-34,1
-64,-94,24,50,12,0
-53,37,99,-93,-2,1
51,-62,-67,-80,76,0
-77,-64,54,47,-28,1
33,-71,65,8,-45,1
32,-13,-45,24,-31,1
19,9,59,-13,100,0
67,42,69,-56,92,0
-53,3,60,-100,57,0
-46,75,58,7,43,0
-79,-38,-38,37,16,1
-53,-64,94,91,-29,1
-87,8,-84,-53,26,0
-51,35,-92,38,9,0
-9,9,34,41,14,0
58,8,-62,-40,81,0
-57,71,-7,18,30,0
-32,-95,92,-33,-56,1
-68,-78,-89,98,89,0
84,-8,62,-47,-51,1
-55,35,77,16,8,1
6,21,-52,57,37,0
56,95,-67,-15,-63,0
-30,-5,-65,14,-53,0
-84,76,-58,60,57,0
-8,32,-19,78,-54,1
64,-42,71,52,-30,1
3,31,-58,-90,-81,1
82,-67,53,20,48,0
58,-51,42,-47,-50,0
28,70,47,-96,-17,0
-38,-37,-60,42,-22,0
-17,-89,-94,-16,81,0
2,-52,-45,-18,-58,0
77,59,-11,-12,87,0
-17,44,18,68,79,0
80,-100,91,26,-74,0
25,100,63,-23,72,1
-67,31,-83,-64,13,0
-19,-64,74,13,-6,0
-22,61,-98,85,-54,0
-3,1,54,82,78,0
73,35,-60,30,-22,0
-46,8,23,11,-25,0
85,-87,95,13,39,1
22,74,-65,58,5,0
79,46,-42,12,-30,0
-12,2,-33,98,-88,0
48,1,-63,90,-13,0
-29,-85,-13,52,77,0
74,97,-13,-97,16,0
6,-84,32,58,20,0
74,37,47,50,-26,0
75,83,-61,-51,-98,1
40,-36,23,-54,-95,0
-16,87,-96,31,86,0
40,93,-25,42,-80,1
30,61,-53,-45,-73,0
-34,-22,-93,-46,-97,1
-1,-62,-96,-75,-75,1
14,-10,16,-43,43,0
77,65,-55,-45,8,0
-80,-11,72,21,-97,0
15,-49,55,14,21,0
-26,91,-10,-25,39,0
-47,92,-45,-74,-79,1
-45,-63,-55,64,14,0
-91,-25,44,93,72,0
-17,74,42,79,-81,0
23,74,19,1,41,1
18,9,71,-27,-54,0
40,66,-50,25,-98,0
-15,18,95,16,-32,1
-54,-14,93,82,47,1
2,-16,-77,-34,39,0
-88,-40,-81,-1,-85,1
34,-2,-58,-35,-73,1
-91,65,-10,25,-9,0
35,-78,-30,72,-52,0
47,37,4,24,10,0
-82,-34,-65,72,29,1
57,82,47,83,71,0
-35,-93,-82,-20,-28,1
3,79,-72,-67,45,0
29,68,-24,-53,78,0
-19,29,-84,82,-94,0
-30,21,56,46,-13,0
62,43,48,48,40,0
73,82,42,-90,-90,0
64,84,-87,7,-40,1
41,-98,30,30,-31,0
-27,11,-26,-99,64,0
-75,17,32,-38,70,0
-22,-74,-87,-58,-70,1
89,-22,94,-11,20,1
-33,16,34,15,56,0
-74,34,-79,96,60,0
-51,-43,-77,100,0,0
61,29,96,-90,14,1
-58,-15,94,-17,-79,0
-81,51,-47,-6,63,0
-97,-68,-69,-89,8,1
-57,64,16,-16,9,0
24,16,-60,-97,-61,1
62,47,96,-19,-49,0
26,94,25,95,-21,1
47,-37,-29,44,66,0
80,54,-86,35,41,0
-13,-28,-65,3,-66,1
-53,98,76,83,-46,0
35,20,50,94,-52,0
-17,-2,-69,-2,68,0
-36,79,-25,-7,74,1
14,72,-46,-21,-98,0
68,-60,99,-94,67,1
-81,-50,-30,-69,67,1
2,-74,-97,-29,-60,1
53,4,-98,11,14,0
-35,-39,-96,-4,21,0
59,40,95,-88,88,0
45,71,-61,30,-50,0
35,58,6,38,-13,0
-92,-68,65,-14,-79,0
-49,-39,59,53,-58,0
18,-59,25,-72,-28,0
89,47,-2,-38,-50,0
-69,24,-14,-24,48,0
-18,-77,-12,63,-33,0
-75,-48,-72,97,65,0
-59,-43,83,-82,-84,1
-62,43,34,-10,-39,0
-46,74,-74,-64,15,1
-1,98,-38,-41,-68,0
-96,50,84,58,93,0
-57,35,36,40,32,0
40,-19,100,47,91,1
-11,-82,-99,97,27,0
93,24,78,-92,45,1
-68,74,-56,40,-46,0
85,34,-55,-96,50,1
52,-42,96,-30,10,0
-60,-92,-77,53,100,1
62,5,100,-18,-60,0
65,-64,1,56,37,0
-77,-51,16,-93,-16,0
-84,22,-93,-24,-80,0
-82,3,-40,-26,87,1
-69,67,-81,17,-8,0
-7,-99,-53,-69,-29,0
-11,-6,89,-84,-69,0
-35,-38,88,-42,48,0
-35,-46,-31,74,26,1
52,-59,-44,19,89,0
2,-74,69,-15,52,1
-47,-90,73,-44,83,1
73,87,19,38,66,0
0,-44,56,-15,64,0
51,-36,14,-96,91,0
4,18,-99,62,-49,1
28,-68,58,2,-51,0
-22,20,24,-3,80,0
10,19,-66,-90,-55,1
-41,-99,64,-28,-55,0
-95,57,0,85,91,1
5,0,-68,-94,16,1
89,5,40,-31,26,1
91,-32,-54,85,-82,0
28,78,88,54,-27,1
-13,0,-86,-33,-89,0
-86,-9,-11,-39,-75,1
81,-42,-46,26,-34,0
-52,-60,-29,-32,87,1
93,-87,-3,-90,45,0
-99,26,46,-46,22,0
-63,79,2,-91,-9,0
-15,-50,9,-15,-54,0
-4,45,-57,31,66,0
95,-76,52,-42,-78,1
15,19,54,69,-6,1
72,-11,86,64,-28,0
-50,-84,-67,-84,-51,0
48,56,-50,-52,-41,0
26,2,26,-17,2,0
-45,53,-83,27,73,0
-84,94,-98,43,-93,0
66,74,-51,-71,79,0
-38,-52,32,45,-41,0
27,63,-44,64,-33,0
80,62,-3,-84,28,1
49,8,-10,-95,-77,0
4,56,-58,-99,-7,0
-80,30,-97,62,97,0
-17,-86,90,32,73,1
89,-35,-3,10,-62,0
-17,7,-32,65,69,0
-51,-47,-36,2,-42,1
95,23,-64,95,-46,0
-55,-24,-28,76,19,0
-41,55,4,-22,55,0
98,24,-84,-11,-27,0
5,-16,46,22,11,0
-22,33,34,-28,63,1
48,-86,68,60,75,0
28,78,-93,53,-69,0
92,70,-42,-63,-62,0
-89,77,-2,-81,67,1
57,76,-12,85,97,0
-11,54,55,-51,-41,0
5,-1,3,64,69,0
-53,-21,-84,48,81,0
17,-61,68,-44,-45,0
57,-7,12,-12,10,1
-64,21,39,-37,-88,0
-84,21,0,-37,11,0
-84,2,49,41,73,0
48,54,31,11,12,1
37,-16,-98,87,-72,1
-77,-21,61,-39,-57,0
-43,2,-36,99,-4,1
-29,-31,-43,21,69,0
67,-66,10,53,54,1
43,40,-84,-79,75,0
-22,22,-46,17,47,0
94,-62,-73,98,77,0
-67,-64,-8,66,79,0
41,55,-13,5,-38,0
-71,26,85,29,6,0
-18,-100,33,-10,81,0
-34,-1,70,29,-34,0
